,date,region,tested,tested_positive,population,active_users,newly_sick,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim,covid_in_mil,covid_in_mil_lolim,covid_in_mil_uplim
1880,2022-01-28,England,42090.0,11972.0,55977178.0,626136.0,49856.0,159232.2392782691,148388.48083857892,170328.50727951401,284.4592117135113,265.0874626773413,304.2820545178501,2844.592117135113,2650.874626773413,3042.820545178501
1883,2022-01-29,England,42603.0,12313.0,55977178.0,623693.0,50463.0,163928.59557841285,152922.37770903626,175188.03090412327,292.84898138025613,273.1870079428374,312.9633131990385,2928.489813802561,2731.870079428374,3129.633131990385
1886,2022-01-30,England,42821.0,12418.0,55977178.0,621005.0,50807.0,167115.37888660858,155947.20817271067,178535.14439030126,298.54198596186575,278.5906931083784,318.9427383965323,2985.419859618657,2785.906931083783,3189.4273839653233
1889,2022-01-31,England,43247.0,12597.0,55977178.0,618178.0,51231.0,170638.02482607026,159301.23123360376,182208.13804989183,304.83498976327513,284.5824618625893,325.50432972861165,3048.349897632751,2845.824618625893,3255.0432972861163
1892,2022-02-01,England,44072.0,12768.0,55977178.0,617058.0,52191.0,173275.67009433178,161834.8170121038,184953.21844606104,309.54699090820867,289.1085667307198,330.4082575332058,3095.4699090820873,2891.085667307198,3304.0825753320582
1895,2022-02-02,England,44829.0,12964.0,55977178.0,615445.0,53064.0,175947.7083426891,164425.75442338805,187716.40774635162,314.32043312846014,293.7371269830502,335.34453585057753,3143.204331284601,2937.3712698305017,3353.445358505775
1898,2022-02-03,England,45544.0,13113.0,55977178.0,614343.0,53889.0,177380.84310602504,165833.49847756585,189180.6847329265,316.8806457267728,296.2519805438671,337.9603822345716,3168.806457267728,2962.5198054386715,3379.603822345716
1901,2022-02-04,England,46091.0,13170.0,55977178.0,612416.0,54505.0,179376.09111043555,167720.63578047982,191284.95559017416,320.4450412102509,299.62324249443185,341.71954075672437,3204.4504121025097,2996.232424944319,3417.1954075672443
1904,2022-02-05,England,46058.0,13146.0,55977178.0,611320.0,54493.0,179404.7820525672,167724.1670609038,191339.9916588238,320.4962959236123,299.62955092324194,341.81785951914867,3204.962959236123,2996.29550923242,3418.1785951914867
1907,2022-02-06,England,45847.0,12982.0,55977178.0,610444.0,54305.0,178019.68822969505,166352.3671750601,189955.12160259046,318.02190569466546,297.17890954606554,339.34386903639637,3180.219056946655,2971.7890954606555,3393.4386903639643
