,date,region,tested,tested_positive,population,active_users,newly_sick,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim,covid_in_mil,covid_in_mil_lolim,covid_in_mil_uplim
10592,2021-01-19,UK,30139.0,4030.0,66435548.0,1065353.0,68265.0,46285.96847374393,39970.26877260737,53320.293432471684,795.0603278952148,663.6541325594973,947.4512591508303,7950.603278952148,6636.5413255949725,9474.512591508304
10593,2021-01-20,UK,29227.0,3869.0,66435548.0,1064855.0,67051.0,43902.32305796122,37761.5320360764,50750.89583599734,759.2795728432907,630.5733052020744,908.8708914253664,7592.795728432906,6305.733052020743,9088.708914253662
10594,2021-01-21,UK,28524.0,3722.0,66435548.0,1066153.0,66094.0,42316.61329846382,36306.267626385124,49017.631003296825,727.1224330410786,602.2645220691055,871.724202299502,7271.224330410786,6022.645220691054,8717.242022995018
10595,2021-01-22,UK,28113.0,3652.0,66435548.0,1070373.0,66247.0,41802.11771333033,35779.76860434008,48534.69494221975,726.183920195354,599.7249456832288,873.2028541096712,7261.839201953538,5997.249456832288,8732.028541096714
10596,2021-01-23,UK,27498.0,3509.0,66435548.0,1072005.0,66575.0,40712.30455466415,34732.44509281437,47393.78928545218,705.4204147516378,580.0915608650761,851.2324045843864,7054.204147516379,5800.91560865076,8512.324045843863
10597,2021-01-24,UK,26696.0,3363.0,66435548.0,1072602.0,66793.0,39857.648839004534,33900.48451952554,46525.62058483981,689.946494682845,565.6812481254691,834.6577560733015,6899.464946828448,5656.812481254692,8346.577560733016
10598,2021-01-25,UK,26145.0,3179.0,66435548.0,1072697.0,66067.0,37755.66868487437,31995.924719830782,44231.4386418755,652.5738539538465,534.1411390417737,791.7080391494948,6525.738539538467,5341.411390417736,7917.080391494948
10599,2021-01-26,UK,25627.0,3015.0,66435548.0,1071739.0,65904.0,36197.225091434,30567.5987138066,42558.59044246659,624.5969562162891,510.11873944807985,760.457093263037,6245.969562162892,5101.187394480798,7604.570932630372
10600,2021-01-27,UK,25531.0,2871.0,66435548.0,1068931.0,65893.0,35357.18595771165,29668.132452235073,41772.238138174995,620.236909454075,501.32552037089863,760.0816015135492,6202.36909454075,5013.255203708985,7600.816015135493
10601,2021-01-28,UK,25531.0,2754.0,66435548.0,1069512.0,66715.0,33492.56020159628,28011.56883911564,39697.085337623335,583.727932680505,470.5103858817462,718.3362378566794,5837.279326805051,4705.1038588174615,7183.362378566795
10602,2021-01-29,UK,25775.0,2639.0,66435548.0,1073764.0,67633.0,31708.30585833178,26381.89506136884,37753.501649382255,556.8676608510757,445.8403914900688,689.4389113850178,5568.6766085107565,4458.403914900688,6894.389113850179
10603,2021-01-30,UK,25644.0,2524.0,66435548.0,1074294.0,68134.0,29827.008514429792,24686.209758946236,35681.804651412705,524.4588038860775,416.41275129029736,654.3952112985253,5244.588038860775,4164.127512902973,6543.952112985253
10604,2021-01-31,UK,25378.0,2376.0,66435548.0,1073315.0,68907.0,28139.666505489502,23124.962520513105,33864.139874361674,497.92067585058743,391.87349483824886,625.7918070100245,4979.206758505874,3918.734948382489,6257.918070100244
10605,2021-02-01,UK,25245.0,2249.0,66435548.0,1071734.0,69599.0,27141.133627456515,22120.8066143536,32863.91749537553,486.90345828623134,378.342113873412,616.751000952133,4869.034582862314,3783.42113873412,6167.510009521331
10606,2021-02-02,UK,25100.0,2104.0,66435548.0,1069981.0,70195.0,25859.298213537604,20910.033485218533,31570.308120261303,462.94521603326643,356.75455861092433,592.6543277592419,4629.452160332663,3567.5455861092437,5926.543277592418
10607,2021-02-03,UK,25394.0,2024.0,66435548.0,1068638.0,71335.0,24687.76793129471,19898.571237738615,30263.817591733343,437.74801990829144,337.03525343292864,562.8009324503992,4377.480199082915,3370.3525343292877,5628.0093245039925
10608,2021-02-04,UK,25770.0,1953.0,66435548.0,1067219.0,72755.0,24093.119592973697,19305.418077633007,29657.735222383482,432.0568720205098,330.16463841983506,558.7765035799855,4320.568720205098,3301.6463841983505,5587.765035799855
10609,2021-02-05,UK,26089.0,1886.0,66435548.0,1070059.0,74404.0,23117.389007529055,18431.643211369643,28581.05527053173,414.8608068924091,314.6242451444931,540.2162667492703,4148.608068924091,3146.2424514449303,5402.162667492703
10610,2021-02-06,UK,25932.0,1831.0,66435548.0,1070567.0,75705.0,23157.095671533847,18360.50338966885,28753.72759697029,422.8360348451345,318.31690367509515,552.8606864826415,4228.360348451345,3183.169036750951,5528.606864826416
10611,2021-02-07,UK,25677.0,1814.0,66435548.0,1069601.0,77974.0,23619.131263014697,18712.75807061486,29342.805511534116,432.49954006153826,325.5976877103352,565.3105314952853,4324.995400615382,3255.9768771033523,5653.1053149528525
