,date,region,tested,tested_positive,population,active_users,newly_sick,covid_in_pop,covid_in_pop_lo,covid_in_pop_up,covid_in_100k,covid_in_100k_lolim,covid_in_100k_uplim,covid_in_mil,covid_in_mil_lolim,covid_in_mil_uplim
1873,2022-02-25,East of England,4586.0,1178.0,6201214.0,76073.0,5646.0,12011.624730281208,11169.196038377513,12881.61370757948,193.6979554371323,180.11305590127213,207.72728868217547,1936.9795543713226,1801.1305590127213,2077.2728868217546
1874,2022-02-26,East of England,4491.0,1182.0,6201214.0,75817.0,5615.0,12211.715060941226,11357.093155754443,13090.637087683906,196.92458703958974,183.1430612740416,211.0979735207317,1969.2458703958973,1831.4306127404159,2110.979735207317
1875,2022-02-27,East of England,4390.0,1171.0,6201214.0,75458.0,5501.0,12131.369678430237,11279.264177923746,13006.894850197745,195.6289474678706,181.88800092891083,209.74755669128243,1956.289474678706,1818.8800092891079,2097.4755669128244
1876,2022-02-28,East of England,4361.0,1162.0,6201214.0,75208.0,5495.0,12076.169681790325,11225.212813053464,12951.074120977764,194.7387992381866,181.01637539122927,208.8473986057853,1947.3879923818665,1810.1637539122928,2088.4739860578534
1877,2022-03-01,East of England,4414.0,1200.0,6201214.0,74907.0,5535.0,12400.85527706857,11539.997389554033,13280.911745853178,199.97463846705773,186.0925520318124,214.16631881843102,1999.7463846705773,1860.925520318124,2141.6631881843105
1878,2022-03-02,East of England,4454.0,1237.0,6201214.0,74696.0,5559.0,12473.795440762164,11619.466191156233,13342.462989934385,201.15086240794403,187.3740559696252,215.1588864685912,2011.5086240794406,1873.7405596962521,2151.588864685912
1879,2022-03-03,East of England,4524.0,1302.0,6201214.0,74504.0,5570.0,12993.55150002026,12122.593729448921,13872.970996558124,209.53238349813853,195.4874276141562,223.71379211486854,2095.323834981385,1954.874276141562,2237.137921148685
1880,2022-03-04,East of England,4622.0,1365.0,6201214.0,74160.0,5667.0,13715.74128484045,12817.244979952124,14618.721527320522,221.17832548337228,206.68928664535886,235.73967173718756,2211.7832548337224,2066.8928664535883,2357.396717371876
1881,2022-03-05,East of England,4666.0,1404.0,6201214.0,73701.0,5684.0,14104.30988875587,13193.907268360621,15018.699309978074,227.44433410548112,212.76329551537202,242.18966334621052,2274.4433410548113,2127.6329551537196,2421.896633462105
1882,2022-03-06,East of England,4734.0,1472.0,6201214.0,73334.0,5703.0,14798.915007894959,13865.54523766115,15741.12144302366,238.64544922808602,223.59404525728593,253.83935214981548,2386.4544922808604,2235.9404525728587,2538.3935214981548
